n,r,m
(:Entity {name: මිලදී ගැනීමට සහ විකිණීමට හැකියාව}),[:නියාමනය_කිරීම],(:Entity {name: සාමාන්‍ය නීතිය මගින්})
(:Entity {name: බාල වයස්කරුවෙකු}),[:ගෙවීම],(:Entity {name: සාධාරණ මිලක්})
(:Entity {name: සාධාරණ මිලක්}),[:තීරණය_කිරීම],(:Entity {name: තත්ත්වයන්ගේ ප්‍රශ්නයකි})
(:Entity {name: අවශ්‍ය භාණ්ඩ}),[:විකුණා_බෙදා_දීමේදී],(:Entity {name: සාධාරණ මිලක් ගෙවිය යුතුය})
(:Entity {name: අවශ්‍ය භාණ්ඩ}),[:සුදුසු_වේ],(:Entity {name: ජීවන තත්ත්වයට})
(:Entity {name: අවශ්‍ය භාණ්ඩ}),[:අදාළතාව],(:Entity {name: සැබෑ අවශ්‍යතාවන්ට})
(:Entity {name: කොන්ත්‍රාත්තුව බලාත්මක කිරීමට}),[:අවශ්‍යතාව],(:Entity {name: භාණ්ඩ භාර ගැනීම හෝ මිල ගෙවීම හෝ ලිඛිත සටහනක්})
(:Entity {name: අනාගත භාණ්ඩ}),[:නිෂ්පාදනය_කිරීමට_හෝ_ලබා_ගැනීමට_නියමිතය],(:Entity {name: කොන්ත්‍රාත්තුව සෑදීමෙන් පසුව})
(:Entity {name: අනාගත භාණ්ඩවල වත්මන් විකිණීමක්}),[:ක්‍රියාත්මක_කිරීම],(:Entity {name: භාණ්ඩ විකිණීමට එකඟ වීමක් ලෙස})
(:Entity {name: නිශ්චිත භාණ්ඩ විනාශ වී ඇත්නම්}),[:කොන්ත්‍රාත්තුව],(:Entity {name: අවලංගු වේ})
(:Entity {name: මිල}),[:තීරණය_කිරීම],(:Entity {name: කොන්ත්‍රාත්තුව මගින්})
(:Entity {name: මිල තීරණය කර නොමැති නම්}),[:ගෙවීම],(:Entity {name: සාධාරණ මිලක්})
(:Entity {name: තුන්වන පාර්ශ්වයක් මිල තීරණය කිරීමට අපොහොසත් වුවහොත්}),[:කොන්ත්‍රාත්තුව],(:Entity {name: අවලංගු වේ})
(:Entity {name: භාණ්ඩ භාර ගෙන ඇත්නම්}),[:ගෙවීම],(:Entity {name: සාධාරණ මිලක්})
(:Entity {name: කොන්දේසියක්}),[:අවශ්‍යතාව],(:Entity {name: කොන්ත්‍රාත්තුවේ ප්‍රධාන අරමුණට})
(:Entity {name: කොන්දේසිය උල්ලංඝනය වුවහොත්}),[:ලබා_දීම],(:Entity {name: කොන්ත්‍රාත්තුව අවලංගු කිරීමේ අයිතිය})
(:Entity {name: වගකීමක්}),[:සම්බන්ධතාවය],(:Entity {name: කොන්ත්‍රාත්තුවේ ප්‍රධාන අරමුණට})
(:Entity {name: වගකීම උල්ලංඝනය වුවහොත්}),[:ලබා_දීම],(:Entity {name: හානි සඳහා හිමිකම්})
(:Entity {name: විකුණුම්කරුට හිමිකම නොමැති නම්}),[:මිලදී_ගන්නාට],(:Entity {name: හිමිකම ලබා නොදේ})
(:Entity {name: විස්තරය අනුව විකිණීමේදී}),[:භාණ්ඩ],(:Entity {name: විස්තරයට ගැලපිය යුතුය})
(:Entity {name: නියැදිය අනුව විකිණීමේදී}),[:තොග],(:Entity {name: නියැදියට ගැලපිය යුතුය})
(:Entity {name: අභිප්‍රාය තීරණය කිරීමට}),[:සැලකිල්ලට_ගත_යුතුය],(:Entity {name: කොන්ත්‍රාත්තුවේ නියමයන් හැසිරීම් තත්ත්වයන්})
(:Entity {name: බෙදා හැරීමට සුදුසු තත්ත්වයේ භාණ්ඩ}),[:මාරු_කිරීම],(:Entity {name: කොන්ත්‍රාත්තුව සෑදූ අවස්ථාවේදීම})
(:Entity {name: විකුණුම්කරු භාණ්ඩ බෙදා හැරීමට සුදුසු තත්ත්වයට පත් කළ යුතු විට}),[:හිමිකම],(:Entity {name: මාරු නොවේ})
(:Entity {name: භාණ්ඩ බෙදා හැරීමට සුදුසු තත්ත්වයට පත් කර දැනුම් දෙන තෙක}),[:හිමිකම],(:Entity {name: මාරු නොවේ})
(:Entity {name: නිශ්චිත නොකළ භාණ්ඩ}),[:හිමිකම],(:Entity {name: මාරු නොවේ})
(:Entity {name: භාණ්ඩ නිශ්චිත කරන තෙක}),[:හිමිකම],(:Entity {name: මාරු නොවේ})
(:Entity {name: අනුමත කිරීමට යටත්ව භාණ්ඩ බෙදා දීමේදී}),[:හිමිකම],(:Entity {name: මාරු නොවේ})
(:Entity {name: මිලදී ගන්නා භාණ්ඩ අනුමත කර දැනුම් දෙන තෙක}),[:හිමිකම],(:Entity {name: මාරු නොවේ})
(:Entity {name: හිමිකරු නොවන අයෙකු}),[:නොහැකියාව],(:Entity {name: හිමිකම})
(:Entity {name: වෙළඳපොලේ විවෘත ලෙස භාණ්ඩ විකිණීමේදී}),[:මිලදී_ගන්නා],(:Entity {name: හොඳ හිමිකමක් ලබා ගනී})
(:Entity {name: භාණ්ඩවල හිමිකරු විසින් විකුණුම්කරුට භාණ්ඩ විකිණීමට එකඟ වී ඇති විට}),[:මිලදී_ගන්නා],(:Entity {name: හොඳ හිමිකමක් ලබා ගනී})
(:Entity {name: භාණ්ඩ විකිණීමට නීතියෙන් බලය ඇති පුද්ගලයෙකු}),[:විකිණීමේදී],(:Entity {name: මිලදී ගන්නා හොඳ හිමිකමක් ලබා ගනී})
(:Entity {name: භාණ්ඩවල හිමිකරු තමන්ගේ හැසිරීම් මගින් ප්‍රකාශ කරන විට}),[:ඔහුට],(:Entity {name: හිමිකම ප්‍රතික්ෂේප කිරීමට ඉඩ දෙනු නොලැබේ})
(:Entity {name: විකුණුම්කරුගේ යුතුකම}),[:වේ],(:Entity {name: භාණ්ඩ බෙදා හැරීම})
(:Entity {name: මිලදී ගන්නාගේ යුතුකම}),[:වේ],(:Entity {name: භාණ්ඩ භාර ගැනීම සහ ගෙවීම})
(:Entity {name: ගෙවීම සහ බෙදා හැරීම}),[:සිදු_විය_යුතුය],(:Entity {name: එකවර})
(:Entity {name: වැරදි ප්‍රමාණයකින් බෙදා දුන්නොත්}),[:මිලදී_ගන්නාට],(:Entity {name: ප්‍රතික්ෂේප කිරීමේ අයිතිය ඇත})
(:Entity {name: වාරික වශයෙන් භාණ්ඩ බෙදා හැරීමේදී}),[:එක්_වාරිකයක්_පිළිබඳ_උල්ලංඝනයක්],(:Entity {name: සමස්ත කොන්ත්‍රාත්තුව අවලංගු කිරීමේ හේතුවක් විය හැකිය})
(:Entity {name: මිලදී ගන්නා භාණ්ඩ භාර ගැනීම ප්‍රතික්ෂේප කරන විට}),[:ඔහු],(:Entity {name: සුරක්ෂිත ලෙස තබා ගැනීම සඳහා වගකිව යුතුය})
(:Entity {name: නොගෙවූ විකුණුම්කරුවෙකු}),[:සැලකීම],(:Entity {name: මිල සම්පූර්ණයෙන් ගෙවා නොමැති විට})
(:Entity {name: නොගෙවූ විකුණුම්කරුට}),[:හැකියාව],(:Entity {name: භාණ්ඩ විනාශ වන හෝ පිරිහෙන ස්වභාවයේ වූ විට})
(:Entity {name: නොගෙවූ විකුණුම්කරුට}),[:අයිතිවාසිකම],(:Entity {name: භාණ්ඩ සන්තකයේ තබා ගැනීම නැවැත්වීම නැවත විකිණීම})
(:Entity {name: නොගෙවූ විකුණුම්කරුට}),[:අයිතිවාසිකම],(:Entity {name: භාණ්ඩ සන්තකයේ තබා ගැනීමේ})
(:Entity {name: මිලදී ගන්නා බංකොලොත් වී ඇති විට}),[:නොගෙවූ_විකුණුම්කරුට],(:Entity {name: භාණ්ඩ නැවැත්වීමේ අයිතිය ඇත})
(:Entity {name: මිලදී ගන්නා භාණ්ඩ භාර නොගත්තේ නම්}),[:විකුණුම්කරුට],(:Entity {name: හානි සඳහා ඉල්ලීමක් කළ හැකිය})
(:Entity {name: මිලදී ගන්නා මිල නොගෙවූ විට}),[:විකුණුම්කරුට],(:Entity {name: මිල සඳහා ඉල්ලීමක් කළ හැකිය})
(:Entity {name: විකුණුම්කරු භාණ්ඩ බෙදා නොදෙන විට}),[:මිලදී_ගන්නාට],(:Entity {name: හානි සඳහා ඉල්ලීමක් කළ හැකිය})
(:Entity {name: වගකීම උල්ලංඝනය වූ විට}),[:මිලදී_ගන්නාට],(:Entity {name: හානි සඳහා ඉල්ලීමක් කළ හැකිය})
(:Entity {name: නිශ්චිත භාණ්ඩ බෙදා නොදීම සඳහා}),[:අධිකරණය],(:Entity {name: නිශ්චිත ක්‍රියාත්මක කිරීමට නියෝගයක් කළ හැකිය})
(:Entity {name: වෙන්දේසි විකිණීම}),[:සම්පූර්ණ_වේ],(:Entity {name: වෙන්දේසිකරු විසින් ප්‍රකාශ කරන විට})
(:Entity {name: සෑම ලංසුවක්ම}),[:හැකියාව],(:Entity {name: ඉහළ ලංසුවක් පිරිනැමෙන තෙක})
(:Entity {name: ලංසු තැබීමේ අයිතිය වෙන් කර ඇත්නම්}),[:විකුණුම්කරුට],(:Entity {name: ලංසු තැබිය හැකිය})
(:Entity {name: ලංසු තැබීමේ අයිතිය වෙන් කර නොමැති විට}),[:විකුණුම්කරු_ලංසු_තැබීම],(:Entity {name: නීති විරෝධී වේ})
(:Entity {name: බංකොලොත්භාවයේ නීති}),[:අදාළතාව],(:Entity {name: භාණ්ඩ විකිණීමේ කොන්ත්‍රාත්තුවලට})
(:Entity {name: ඉංග්‍රීසි නීතියේ නීති}),[:අදාළතාව],(:Entity {name: භාණ්ඩ විකිණීමට})
